Molecule	OriginalName	Hash	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
omega_599_19_0	omega_599_19	f7aa8435b5c98de7cf901fcb4a32b158	0.789	0.593	0.196	1.089	0.779	0.311	1.059	0.714	0.346	841.057
omega_1640_23_0	omega_1640_23	eea9301ff920e3a7c0f4d81cac95da08	0.789	0.556	0.232	1.206	0.818	0.387	1.002	0.635	0.367	742.308
omega_1271_27_0	omega_1271_27	5304931a2ad91178fd546e19c6c7aa0b	0.789	0.611	0.177	1.17	0.792	0.378	0.979	0.728	0.251	858.242
omega_1846_11_0	omega_1846_11	703cb5935a54b30de22ecb1aec8fbbab	0.788	0.54	0.248	1.257	0.834	0.422	0.981	0.605	0.376	705.784
omega_503_14_0	omega_503_14	963698c64161224d47d808f3033513d9	0.788	0.575	0.213	1.067	0.714	0.353	1.097	0.748	0.349	887.797
omega_308_38_0	omega_308_38	a174a4dc3e10462505a75aa3c5ffa0cb	0.788	0.501	0.287	1.108	0.684	0.424	1.123	0.652	0.471	770.116
omega_253_31_0	omega_253_31	9e89a1dfbc2dae0d329476a562dec549	0.788	0.524	0.264	1.245	0.746	0.498	0.997	0.638	0.359	749.548
omega_1595_2_0	omega_1595_2	2514f243c92f6853bfb70beec3e3daa6	0.788	0.566	0.222	1.282	0.828	0.455	0.944	0.642	0.303	750.357
omega_290_1_0	omega_290_1	cb0c01c34cd94b91c5341224c616d836	0.788	0.528	0.26	1.126	0.7	0.426	1.082	0.682	0.4	806.272
omega_1384_13_0	omega_1384_13	01859cd74579f3e8e2ff2e96ef92242f	0.788	0.579	0.208	1.295	0.863	0.432	0.925	0.638	0.287	744.802
omega_1909_32_0	omega_1909_32	d68ea6c073ce02a79e6d0caea2f4c3cb	0.788	0.547	0.241	1.19	0.752	0.437	1.016	0.667	0.349	784.628
omega_1299_46_0	omega_1299_46	b4ef7ed2ecae98bccd678b0e3830c7cc	0.788	0.477	0.311	1.198	0.664	0.534	1.055	0.629	0.426	742.376
omega_999_29_0	omega_999_29	d01329527741f653170c41936a693776	0.787	0.602	0.186	1.09	0.785	0.305	1.042	0.721	0.322	849.517
omega_708_3_0	omega_708_3	b6942560845f12e44cda266dea0018c6	0.787	0.563	0.224	1.247	0.842	0.405	0.964	0.629	0.335	734.886
omega_951_43_0	omega_951_43	8a06162cd06e09f452fea4686ef162a5	0.787	0.517	0.27	1.135	0.707	0.428	1.081	0.658	0.423	775.873
omega_1017_40_0	omega_1017_40	282cc96d5a023e59c951901d2c821ac4	0.787	0.581	0.205	1.111	0.772	0.339	1.044	0.702	0.343	826.554
omega_1566_5_0	omega_1566_5	135ffaf3356b16d2f938bcc7301b99f5	0.786	0.585	0.202	1.263	0.808	0.455	0.945	0.68	0.266	797.669
omega_650_9_0	omega_650_9	644e320fdd71e422acd62ae08b03db4b	0.786	0.588	0.199	1.161	0.826	0.335	0.999	0.671	0.328	785.811
omega_1220_14_0	omega_1220_14	1915d36f028b1cad60a61d5f92ddf33d	0.786	0.58	0.206	1.08	0.744	0.336	1.072	0.725	0.347	857.751
omega_2051_8_0	omega_2051_8	d36a4386db5872fb49c439372d449563	0.786	0.545	0.241	1.237	0.741	0.496	0.992	0.674	0.319	793.512
omega_9_33_0	omega_9_33	d6c74bf23d43563805772b0f9683e6b8	0.785	0.593	0.192	1.113	0.784	0.329	1.025	0.709	0.316	835.731
omega_1213_3_0	omega_1213_3	6ca29cefeff1e2dc4e2ff7dc4675ddc6	0.785	0.595	0.19	1.213	0.838	0.375	0.951	0.672	0.278	787.631
omega_1745_22_0	omega_1745_22	8fa0be60f7b39996132dcbbde2ae3a05	0.785	0.623	0.162	1.128	0.809	0.319	0.979	0.731	0.247	861.218
omega_244_4_0	omega_244_4	261576db5758fe398cdd504688331300	0.785	0.539	0.246	1.235	0.807	0.428	0.985	0.619	0.366	723.655
omega_172_48_0	omega_172_48	f74e6d0ce564d80f9a6eb3cf445955ee	0.785	0.574	0.211	1.092	0.754	0.338	1.066	0.707	0.359	834.357
omega_257_11_0	omega_257_11	909cbc2d55aee63022fe30e4968b8a18	0.785	0.556	0.229	1.236	0.768	0.468	0.978	0.668	0.31	785.007
omega_1627_29_0	omega_1627_29	a454be49226270a71f91e558775c30b5	0.785	0.605	0.18	1.217	0.864	0.353	0.937	0.669	0.268	782.292
omega_865_6_0	omega_865_6	6dd1c45a0bfde08b1783373c806a1a9f	0.785	0.609	0.176	1.173	0.848	0.325	0.961	0.683	0.277	800.509
omega_2164_10_0	omega_2164_10	45d3b11c8b02dc763e47d59f63fa9734	0.784	0.58	0.205	1.092	0.746	0.347	1.056	0.722	0.333	853.852
omega_2035_30_0	omega_2035_30	03fa43dedd3738700787ab9fc38fea27	0.784	0.555	0.23	1.057	0.699	0.358	1.119	0.729	0.391	864.811
omega_1126_40_0	omega_1126_40	e02168b8a88de4c41d7942c1cd0c7dbc	0.784	0.576	0.208	1.032	0.717	0.315	1.126	0.746	0.38	885.128
omega_920_11_0	omega_920_11	919a17eed965b707eeb52211a1d0cfc3	0.784	0.548	0.236	1.174	0.729	0.445	1.023	0.688	0.336	811.898
omega_1727_5_0	omega_1727_5	3ee896a930e9998d20d7e0eaa9b9b472	0.784	0.575	0.21	1.196	0.815	0.381	0.979	0.661	0.318	774.068
omega_304_48_0	omega_304_48	94ce89517c8cec9c87479a27fa2f465f	0.784	0.539	0.245	1.161	0.739	0.421	1.035	0.665	0.37	782.871
omega_641_17_0	omega_641_17	289e23b5ebd826d73e705747be48d94e	0.784	0.505	0.279	1.102	0.71	0.392	1.127	0.636	0.491	748.868
omega_2142_12_0	omega_2142_12	264858c52cc35c02c5ccc4b1da080117	0.783	0.521	0.263	1.212	0.762	0.45	1.008	0.622	0.386	729.155
omega_1480_22_0	omega_1480_22	9c9e68872e0de8815fa920d125981c84	0.783	0.553	0.23	1.052	0.719	0.333	1.133	0.706	0.426	835.574
omega_136_10_0	omega_136_10	21adb818ddb1901f3e80d1337bd977cb	0.783	0.57	0.213	1.134	0.793	0.341	1.032	0.669	0.363	785.164
omega_1974_21_0	omega_1974_21	4a5b4815c37de02b75ba9d7c79d991e0	0.783	0.546	0.236	1.064	0.712	0.352	1.12	0.701	0.418	829.888
omega_1880_33_0	omega_1880_33	e665f377b1be9154e50b53d0b93eff5f	0.783	0.5	0.283	1.163	0.668	0.495	1.062	0.665	0.398	787.086
omega_206_34_0	omega_206_34	273fd5edabae40fac1ccceb2bfaba3cd	0.783	0.557	0.226	1.199	0.786	0.413	0.989	0.656	0.333	769.779
omega_102_3_0	omega_102_3	60e68b3149b912a20d3a3c61faa8eb3d	0.783	0.504	0.278	1.013	0.614	0.398	1.218	0.738	0.481	883.156
omega_1518_1_0	omega_1518_1	0cceddb1df9f5535635cf90d5fdff81b	0.782	0.489	0.294	1.005	0.604	0.401	1.242	0.719	0.523	861.097
omega_1322_13_0	omega_1322_13	d023fa5119748f6285e4e60263b818a7	0.782	0.506	0.276	1.156	0.74	0.416	1.067	0.616	0.452	722.42
omega_1968_12_0	omega_1968_12	6c09368dcabe735472b8a7f3d3b0c1e7	0.782	0.558	0.224	1.214	0.827	0.387	0.98	0.632	0.348	738.205
omega_2020_47_0	omega_2020_47	3fb6143c2b53d54fd8439f440210bb67	0.782	0.526	0.256	1.05	0.691	0.359	1.158	0.688	0.47	814.85
omega_1587_25_0	omega_1587_25	1a90fb2285470c73d8a8d613e8b8e466	0.782	0.492	0.289	1.095	0.668	0.427	1.125	0.652	0.474	770.509
omega_1621_3_0	omega_1621_3	d1591f4804dd503149d36ccd1a3ee6be	0.782	0.53	0.252	1.036	0.686	0.35	1.173	0.7	0.472	830.391
omega_486_37_0	omega_486_37	a971a07d913bb0b802ce33b3af0d86f9	0.782	0.548	0.234	1.234	0.823	0.411	0.973	0.621	0.352	724.904
omega_51_30_0	omega_51_30	01c4ee5e26806295303a2646daede39e	0.782	0.591	0.191	1.111	0.758	0.354	1.021	0.728	0.293	860.405
omega_74_34_0	omega_74_34	98bb5dba3d3aefc4d617bd83f22cf3aa	0.781	0.533	0.249	1.222	0.765	0.457	0.99	0.637	0.353	747.925
omega_2156_15_0	omega_2156_15	8646ec022562df7182ce80e80fa9d140	0.781	0.605	0.176	1.107	0.825	0.281	1.014	0.694	0.32	814.642
omega_1527_12_0	omega_1527_12	993bbea3792bd8d4ef3a108d0b04e546	0.781	0.707	0.074	0.975	0.855	0.119	0.965	0.803	0.162	948.242
omega_1736_31_0	omega_1736_31	7fe80f8673414a616194b202f45e289f	0.781	0.491	0.29	1.123	0.652	0.471	1.095	0.666	0.429	789.596
omega_748_8_0	omega_748_8	bbd397e4ba8240a23102cae9a574ac06	0.781	0.591	0.189	1.104	0.77	0.334	1.023	0.719	0.304	847.739
omega_2036_25_0	omega_2036_25	a1c5340f78726c07026aa447a84c7ef8	0.781	0.569	0.212	1.17	0.784	0.386	0.994	0.674	0.32	791.867
omega_1275_25_0	omega_1275_25	691501d0474882f8ee251bfb624ad428	0.78	0.529	0.251	1.267	0.808	0.459	0.962	0.606	0.356	707.24
omega_1714_39_0	omega_1714_39	42569073012f4347bd3fe60148325cb5	0.78	0.523	0.257	1.111	0.709	0.402	1.082	0.667	0.415	787.118
omega_1246_15_0	omega_1246_15	430544565fbac7ce798e84e32cb65d78	0.78	0.521	0.259	1.168	0.752	0.415	1.036	0.629	0.407	738.407
omega_1189_33_0	omega_1189_33	f3eb9de141e2fd86b1c970564c53bc3a	0.78	0.509	0.271	1.055	0.659	0.396	1.152	0.691	0.461	821.09
omega_802_32_0	omega_802_32	38e94ffba9b3e954c7a97dd22c76b803	0.78	0.507	0.273	1.1	0.682	0.418	1.104	0.664	0.439	785.732
omega_1746_28_0	omega_1746_28	94ae52ae0dd0973e36f37a4be25961e6	0.78	0.611	0.168	1.042	0.768	0.274	1.053	0.75	0.304	886.551
omega_198_9_0	omega_198_9	2686dca38a007b6fd11c007830460bd1	0.779	0.496	0.283	1.208	0.753	0.455	1.021	0.593	0.428	693.838
omega_808_36_0	omega_808_36	db3c3638eace56f64852a5649ea9ab6a	0.779	0.542	0.237	1.023	0.711	0.312	1.192	0.696	0.496	822.605
omega_1882_32_0	omega_1882_32	352cd6e266fffc653c1151371e405b06	0.779	0.523	0.256	1.069	0.699	0.371	1.129	0.676	0.453	798.82
omega_430_35_0	omega_430_35	1bc49cc2b62ff6d13f716c31724202dd	0.779	0.537	0.242	1.048	0.719	0.329	1.157	0.68	0.477	803.147
omega_1428_47_0	omega_1428_47	4cacb2b1cfd7d209086af54fd7951d4e	0.779	0.533	0.246	1.095	0.73	0.364	1.095	0.664	0.432	781.77
omega_981_30_0	omega_981_30	14adf24e42fc1096609b1fffe25ca570	0.779	0.509	0.27	1.093	0.676	0.418	1.106	0.674	0.432	798.244
omega_29_13_0	omega_29_13	d37597c4f52101512abe82254aa0128b	0.779	0.521	0.258	1.316	0.802	0.514	0.939	0.598	0.341	697.742
omega_392_23_0	omega_392_23	cec58e5ddb7e6592ba79af9216e3ed60	0.778	0.589	0.19	1.09	0.756	0.334	1.032	0.727	0.306	858.5
omega_1629_16_0	omega_1629_16	a09d2ed01b1e10fd42b2fc655941aace	0.778	0.603	0.175	1.178	0.842	0.336	0.948	0.68	0.268	797.002
omega_1226_46_0	omega_1226_46	f879ba5113b841c59f323f8dbad7b29a	0.778	0.518	0.26	1.025	0.652	0.373	1.178	0.715	0.462	851.829
omega_609_44_0	omega_609_44	030b4b6cd67926205c88490d7426b4ae	0.778	0.51	0.268	1.208	0.712	0.495	1.011	0.643	0.368	757.392
omega_905_2_0	omega_905_2	0fefcf43bc18ef7d8b84c7ef63d2a8df	0.778	0.506	0.273	1.338	0.816	0.522	0.934	0.571	0.363	664.526
omega_283_14_0	omega_283_14	59a4b28a4fe2527d9f382d796e874419	0.778	0.64	0.138	1.073	0.813	0.26	0.978	0.75	0.228	884.827
omega_329_1_0	omega_329_1	30add886c91cf9adda05d4e14e64b5c2	0.778	0.593	0.185	1.058	0.778	0.28	1.066	0.714	0.352	842.198
omega_1254_16_0	omega_1254_16	a378b4f50cd7166d9cc38b76d98a72ae	0.778	0.658	0.12	1.011	0.805	0.206	1.006	0.782	0.224	925.123
omega_1905_32_0	omega_1905_32	4173cc78ba88991fd7126084c028620c	0.778	0.601	0.177	1.377	0.868	0.509	0.875	0.661	0.214	772.09
omega_1804_16_0	omega_1804_16	d7e02baa9b6217872d403ccd9a5f5343	0.778	0.513	0.264	1.049	0.672	0.377	1.154	0.685	0.469	812.255
omega_292_34_0	omega_292_34	7226dcfea7d7b2e647a356d6dce5fdc2	0.778	0.531	0.246	1.118	0.722	0.396	1.063	0.668	0.395	787.275
omega_1853_20_0	omega_1853_20	555d931dfe86b0d66421729127ca9d7f	0.778	0.521	0.256	1.199	0.755	0.444	1.005	0.627	0.378	735.818
omega_402_3_0	omega_402_3	bc986f383858fe2bcc5c7a8360057424	0.778	0.585	0.192	1.282	0.878	0.404	0.905	0.637	0.268	743.23
omega_1555_45_0	omega_1555_45	518ea75be1511d4cf3df72dc5b6c6e97	0.777	0.548	0.229	0.956	0.638	0.318	1.246	0.796	0.45	955.216
omega_925_50_0	omega_925_50	cb095baab17e3bd916c24020a8069867	0.777	0.518	0.259	1.083	0.679	0.405	1.105	0.687	0.419	813.511
omega_1301_6_0	omega_1301_6	322a6d0dc1d9b95415adfa28f3f57fc9	0.777	0.569	0.208	1.108	0.764	0.344	1.036	0.69	0.346	812.068
omega_997_1_0	omega_997_1	69bdb0ce428000e0094ae7bc5b9c8a10	0.777	0.593	0.184	1.081	0.786	0.295	1.036	0.707	0.329	832.389
omega_1996_34_0	omega_1996_34	0c12cb3573ab41010a2475842e01457d	0.777	0.56	0.217	1.166	0.771	0.394	0.997	0.672	0.325	789.649
omega_628_21_0	omega_628_21	4179bc203c8dac57e5f2844a26b23771	0.777	0.503	0.273	1.089	0.666	0.423	1.11	0.674	0.436	798.156
omega_1589_13_0	omega_1589_13	feabbb4b703ae667980ed8b298e3f37d	0.777	0.514	0.263	1.25	0.762	0.488	0.975	0.612	0.363	717.074
omega_302_3_0	omega_302_3	b3db2cd39e009af4e6f837c112db4f1f	0.777	0.575	0.202	1.149	0.821	0.327	1.002	0.657	0.345	769.243
omega_1399_46_0	omega_1399_46	ac4dbee9a3f2ae4e854a0ffb5a1d721f	0.777	0.544	0.233	1.09	0.71	0.38	1.075	0.7	0.375	827.988
omega_556_11_0	omega_556_11	04b055f047fff6e323b81fb0229302d8	0.777	0.559	0.218	1.254	0.835	0.42	0.94	0.628	0.312	733.626
omega_1949_39_0	omega_1949_39	729bfef36fbb462eb5bb3ef52188ee7d	0.776	0.535	0.241	1.175	0.738	0.437	1.01	0.66	0.35	777.088
omega_1279_36_0	omega_1279_36	4258938e39d1f962a88eab50855a76e1	0.776	0.451	0.325	1.243	0.671	0.573	1.009	0.58	0.429	681.774
omega_1028_2_0	omega_1028_2	5d4fc9728d13f0fc56ef95f68cadf11b	0.776	0.548	0.228	1.114	0.757	0.357	1.051	0.666	0.386	783.052
omega_1757_2_0	omega_1757_2	4ef5fd195808f6e3014d70058d4c72cd	0.776	0.523	0.253	1.428	0.893	0.535	0.882	0.558	0.325	646.847
omega_840_41_0	omega_840_41	6c95b11ee2a3623e08867e59daf26178	0.776	0.538	0.238	1.075	0.713	0.363	1.096	0.687	0.408	812.228
omega_630_6_0	omega_630_6	22a66c299e8080ea2d4900cd80d6d4e5	0.776	0.542	0.234	1.086	0.688	0.397	1.08	0.719	0.362	853.191
omega_1787_42_0	omega_1787_42	5553a93677dff8c0dcb0d758d4264477	0.776	0.577	0.198	1.215	0.848	0.367	0.946	0.644	0.301	752.847
omega_1888_12_0	omega_1888_12	d69860fb49e9186982ca916b1a2bcf7d	0.776	0.514	0.262	1.149	0.736	0.413	1.047	0.63	0.417	739.809
omega_1084_34_0	omega_1084_34	a8ef6d67d86ab726c418c802c2142d8a	0.775	0.62	0.155	0.978	0.759	0.218	1.121	0.771	0.349	914.253
omega_220_6_0	omega_220_6	099a610a9b1864304f6de14b5291c5d6	0.775	0.542	0.233	1.313	0.84	0.473	0.919	0.605	0.314	705.046
omega_1070_23_0	omega_1070_23	b838e30bc9c737c42e71cd62c5c9724d	0.775	0.535	0.24	1.219	0.723	0.496	0.99	0.672	0.318	793.18
omega_482_1_0	omega_482_1	1c03fef57fe6587c65a31a410c4c0b92	0.775	0.561	0.214	1.169	0.792	0.377	0.989	0.657	0.331	771.033
omega_1069_43_0	omega_1069_43	65b0e647a7a3bfe223531829fa89fbf6	0.775	0.564	0.211	1.235	0.843	0.392	0.943	0.63	0.313	736.144
omega_1731_16_0	omega_1731_16	03abb07c4cdb3606bca840736aa3767c	0.775	0.618	0.157	1.088	0.828	0.26	0.992	0.709	0.284	832.406
omega_1624_18_0	omega_1624_18	0dd7b7ca9997f28ed9ebcf8421ee0660	0.775	0.628	0.146	1.024	0.752	0.272	1.033	0.793	0.24	941.62
omega_86_20_0	omega_86_20	90262c55897859fbe4c439a3e70d8bb6	0.775	0.565	0.21	1.111	0.769	0.342	1.032	0.681	0.351	800.813
omega_1498_6_0	omega_1498_6	4e25d71cba8ef6203bad1f2fa06fe05c	0.774	0.587	0.187	1.066	0.759	0.307	1.046	0.721	0.324	851.939
omega_1365_4_0	omega_1365_4	08cf338346af6d00cb64a181c0d53f5d	0.774	0.542	0.233	1.216	0.819	0.397	0.975	0.615	0.36	718.614
omega_652_40_0	omega_652_40	5692fa2ac00b2ffe845bc8a6d2ddc32d	0.774	0.548	0.226	1.19	0.791	0.399	0.984	0.641	0.343	751.194
omega_747_10_0	omega_747_10	480fa98c41ff5af98a3192b43e50917a	0.774	0.591	0.183	1.157	0.804	0.353	0.967	0.691	0.276	811.766
omega_535_7_0	omega_535_7	0e0dd3e4d2303603d004f273e0ae80e0	0.774	0.548	0.226	1.183	0.743	0.44	0.994	0.676	0.317	796.953
omega_1697_9_0	omega_1697_9	996dbff428b075e221fcff18fde38225	0.774	0.492	0.282	1.124	0.679	0.445	1.076	0.641	0.435	756.826
omega_162_4_0	omega_162_4	42ae29d9436ed7a9f7fb8a7c5dbd34e8	0.774	0.547	0.226	1.224	0.774	0.45	0.964	0.651	0.313	764.656
omega_1486_26_0	omega_1486_26	8f3421fdc2bda90ea6482cabcffd97ef	0.774	0.519	0.255	1.232	0.781	0.451	0.977	0.607	0.371	709.415
omega_1251_2_0	omega_1251_2	a7fbc4f2b0bf29c8e2820bf6d5eefd36	0.774	0.489	0.285	1.116	0.695	0.421	1.09	0.622	0.468	732.364
omega_204_18_0	omega_204_18	c6880b7f4dfd2ec4771d67c8e6b786ce	0.774	0.489	0.285	1.001	0.612	0.389	1.224	0.709	0.515	847.044
omega_110_48_0	omega_110_48	53d7b3547d4e9501ac3dd780cc6c74dd	0.774	0.573	0.2	1.201	0.809	0.392	0.954	0.663	0.291	776.924
omega_118_33_0	omega_118_33	655c03153a8d84a2d94fdf798c9d3ce3	0.773	0.529	0.244	1.076	0.703	0.373	1.096	0.682	0.414	806.302
omega_1681_8_0	omega_1681_8	b2f250b960c74d468d25dd6eb3fe9a8c	0.773	0.477	0.296	1.078	0.644	0.435	1.13	0.649	0.481	768.849
omega_582_42_0	omega_582_42	c62b08369707b7a1ff6e471ee157be2a	0.773	0.481	0.293	1.142	0.708	0.434	1.073	0.599	0.474	703.689
omega_1747_29_0	omega_1747_29	791450f75ba1e80bde2425cfd59727fa	0.773	0.489	0.284	1.011	0.609	0.402	1.205	0.713	0.492	852.361
omega_1196_34_0	omega_1196_34	919b96477bc8a85d3b9e7e7fd47c599a	0.773	0.551	0.222	1.091	0.74	0.352	1.06	0.683	0.377	805.707
omega_632_13_0	omega_632_13	678727b5780d8b0067336d232418f123	0.773	0.576	0.197	1.281	0.87	0.411	0.905	0.63	0.275	734.573
omega_678_22_0	omega_678_22	f13a53d151c3e0792f1fcdf4365d9ecd	0.773	0.561	0.212	1.095	0.74	0.356	1.044	0.698	0.345	824.542
omega_1686_20_0	omega_1686_20	89936a151daed89b67daaba166df7fe5	0.773	0.555	0.218	1.225	0.828	0.397	0.954	0.627	0.326	732.97
omega_433_23_0	omega_433_23	e04d9fa87dd317b0ca5da2144dec7fa6	0.773	0.537	0.236	1.113	0.722	0.391	1.05	0.677	0.374	798.608
omega_882_39_0	omega_882_39	ee0bea227d36f75b0e255a8f1940297c	0.773	0.473	0.3	1.125	0.663	0.462	1.084	0.623	0.461	734.988
omega_412_39_0	omega_412_39	fc4598e61fe67d60ed61f0bb2599447c	0.773	0.562	0.21	1.084	0.754	0.33	1.055	0.689	0.366	812.064
omega_637_13_0	omega_637_13	7986ea18d397d5389be58a870131da56	0.773	0.546	0.227	1.128	0.756	0.373	1.029	0.663	0.366	779.742
omega_659_20_0	omega_659_20	6c2098193632fe9b773679b457a6b657	0.772	0.516	0.257	0.977	0.612	0.365	1.23	0.765	0.464	919.049
omega_439_13_0	omega_439_13	2d031ae06c710fc7cdbfd50b5954e815	0.772	0.587	0.185	1.09	0.756	0.333	1.018	0.724	0.294	855.371
omega_1479_11_0	omega_1479_11	f5ac909d914df78f5e9d02d486dcbd78	0.772	0.625	0.147	1.112	0.815	0.297	0.954	0.729	0.225	858.117
omega_1971_1_0	omega_1971_1	f28ab2a11b9c1facc53f2dc9cc04f5c7	0.772	0.58	0.192	1.062	0.752	0.31	1.053	0.717	0.335	847.186
omega_1152_44_0	omega_1152_44	72c219a7ab45bd6388349dceb479a1c7	0.772	0.584	0.189	1.051	0.736	0.315	1.058	0.738	0.32	874.465
omega_3_16_0	omega_3_16	f6dd57ad3fa036b03fe488420cd3d74c	0.772	0.533	0.239	1.188	0.726	0.462	0.999	0.668	0.331	787.587
omega_2034_41_0	omega_2034_41	eb83a40faa6febb2a15f1c4415732e9a	0.772	0.513	0.259	1.125	0.7	0.426	1.055	0.658	0.397	776.613
omega_326_33_0	omega_326_33	9d8fbacee19c8f55bca65200c5f49ce3	0.772	0.481	0.29	1.116	0.672	0.443	1.086	0.629	0.457	742.176
omega_309_5_0	omega_309_5	5fa21899a7b823df3f262c3b672bfbb5	0.772	0.553	0.219	0.99	0.726	0.264	1.26	0.699	0.561	825.773
omega_121_16_0	omega_121_16	1cf2b557b2156e47fa9d71adf10c4ef2	0.772	0.535	0.237	1.137	0.751	0.387	1.029	0.651	0.379	764.714
omega_1688_2_0	omega_1688_2	b411de93f7b56e6ec7e9dc4269bbc85c	0.771	0.532	0.239	1.08	0.701	0.38	1.081	0.689	0.392	815.624
omega_2026_46_0	omega_2026_46	a51607e0cd00a58e85ea09b5bd9feecd	0.771	0.508	0.263	0.932	0.628	0.304	1.39	0.727	0.663	868.765
omega_1363_2_0	omega_1363_2	9915cc47826afc9f38c9fb27f5577a13	0.771	0.567	0.205	1.266	0.849	0.417	0.917	0.63	0.287	735.999
omega_1636_10_0	omega_1636_10	8924d2eee7d90cf108877bafcc1b140e	0.771	0.54	0.231	1.208	0.78	0.429	0.971	0.638	0.333	747.602
omega_281_32_0	omega_281_32	57aaffe429c9523b93f4260f9a8fff25	0.771	0.506	0.265	1.062	0.635	0.427	1.125	0.714	0.41	851.999
omega_580_19_0	omega_580_19	1f7e3c7fae274e531b581523ed2503d3	0.771	0.561	0.21	1.125	0.779	0.346	1.014	0.668	0.347	784.666
omega_124_23_0	omega_124_23	291582c39634bf376c0a0e9ee322970b	0.771	0.499	0.272	1.248	0.778	0.47	0.974	0.582	0.392	679.532
omega_205_22_0	omega_205_22	7600882f4a1f93f6a9fc964ca5b1dc47	0.771	0.519	0.252	1.059	0.677	0.382	1.115	0.69	0.425	818.009
omega_826_2_0	omega_826_2	f91c2ff65f74521a719633a156ffbef4	0.771	0.535	0.236	1.132	0.789	0.343	1.054	0.624	0.431	730.045
omega_918_34_0	omega_918_34	1aa0737cc964744be9ca99ff94c125fc	0.77	0.541	0.23	1.118	0.735	0.383	1.036	0.671	0.365	790.751
omega_398_4_0	omega_398_4	3d8d9aa094d948fb705e62984284de39	0.77	0.536	0.234	1.181	0.781	0.4	0.992	0.631	0.362	738.844
omega_526_30_0	omega_526_30	c2b2fe1b887de4be2777b1a64b632be1	0.77	0.561	0.209	0.951	0.654	0.296	1.213	0.798	0.415	956.098
omega_908_22_0	omega_908_22	f4e3726fc4e2b2e87e3255e477ff98d0	0.77	0.589	0.181	1.13	0.812	0.318	0.978	0.682	0.296	800.094
omega_239_21_0	omega_239_21	68eaa3ddf190bb17ab15850a056ed4d6	0.77	0.514	0.256	1.066	0.649	0.417	1.11	0.711	0.398	846.924
omega_147_27_0	omega_147_27	59e368924e99cc628d1e67baddc52f80	0.77	0.582	0.187	1.28	0.911	0.369	0.893	0.617	0.276	718.249
omega_989_15_0	omega_989_15	c87db39e4979ea537660ac4284993bea	0.77	0.533	0.237	1.215	0.766	0.449	0.97	0.637	0.333	746.725
omega_60_14_0	omega_60_14	a18ba33fdbdf73c0bd56f31deebdedc3	0.769	0.597	0.172	1.24	0.901	0.339	0.899	0.639	0.26	744.258
omega_916_40_0	omega_916_40	b81e9adeaaf828053d991ba7b1a55c17	0.769	0.478	0.291	1.189	0.688	0.5	1.021	0.61	0.411	717.833
omega_56_41_0	omega_56_41	2efc91e60ea0a2470c4a28e5744e6dce	0.769	0.501	0.268	1.084	0.663	0.421	1.097	0.672	0.425	796.674
omega_968_35_0	omega_968_35	ba4f4e8e4a6e83d7afaaf0a1efb0c132	0.769	0.561	0.208	1.266	0.798	0.467	0.927	0.654	0.273	766.58
omega_1535_2_0	omega_1535_2	231986408ead7d6cf5d67003531c457e	0.768	0.575	0.193	1.101	0.78	0.321	1.014	0.686	0.328	807.422
omega_1395_14_0	omega_1395_14	8ab9368cdf4d41e8a0f1392d6b7db797	0.768	0.554	0.214	1.288	0.876	0.412	0.91	0.601	0.308	699.528
omega_657_21_0	omega_657_21	a5de7dc74feea88bc31dbd8be89cc042	0.768	0.631	0.137	1.074	0.792	0.282	0.967	0.757	0.21	894.084
omega_1760_11_0	omega_1760_11	fc8988a27140b03dbb67baf24b9c0a14	0.768	0.542	0.226	1.004	0.681	0.323	1.155	0.726	0.429	862.397
omega_1436_5_0	omega_1436_5	91bdabdcf15375276873ab94658bcce9	0.768	0.54	0.228	1.219	0.754	0.464	0.964	0.655	0.309	769.634
omega_2075_27_0	omega_2075_27	2c8f93efb8d4e401557babbecda37aa0	0.768	0.565	0.203	1.08	0.762	0.318	1.045	0.685	0.36	806.883
omega_1109_37_0	omega_1109_37	0f79c1ede1d2d0101e0d5ee081391d94	0.768	0.534	0.234	1.183	0.795	0.388	0.989	0.619	0.37	724.346
omega_426_50_0	omega_426_50	0deb4ad645c1fec157508f745af151f9	0.767	0.56	0.208	1.047	0.709	0.338	1.077	0.727	0.35	861.853
omega_1236_42_0	omega_1236_42	316f785fe3910402ebbc056dac79ee35	0.767	0.445	0.322	1.257	0.685	0.572	0.984	0.559	0.425	655.748
omega_1332_24_0	omega_1332_24	c3aa4dff3ba2a2b1c3cdd8c59f1c5705	0.767	0.572	0.195	1.16	0.824	0.337	0.969	0.652	0.317	763.067
omega_888_5_0	omega_888_5	6961c9a069d5d16e503e33d03a24bb36	0.767	0.545	0.222	1.165	0.763	0.402	0.987	0.656	0.331	770.81
omega_627_43_0	omega_627_43	2925f0a7679ae6ae9a8df2d52297dd44	0.767	0.591	0.176	0.994	0.724	0.271	1.099	0.763	0.336	906.25
omega_622_3_0	omega_622_3	648120de16bf0c84903c5befce7f371c	0.767	0.506	0.261	0.989	0.629	0.36	1.208	0.72	0.488	859.477
