Molecule	OriginalName	Hash	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
omega_2665_35_0	omega_2665_35	4c8f4a6ae95c0b05b3b1fcc4c12c0ab2	0.772	0.637	0.134	1.27	0.932	0.339	0.851	0.669	0.182	843.836
omega_1499_18_0	omega_1499_18	fa972fe8d25b9aff8b0302d4f119b211	0.772	0.558	0.214	1.505	0.898	0.606	0.844	0.595	0.248	749.195
omega_880_47_0	omega_880_47	e431097dc2e854f027a32d29a8de4bb6	0.772	0.609	0.163	1.337	0.972	0.365	0.847	0.62	0.227	778.824
omega_2566_5_0	omega_2566_5	14e3ee93b3681198ab87e34388876126	0.772	0.56	0.211	1.295	0.837	0.458	0.911	0.629	0.282	795.162
omega_1076_1_0	omega_1076_1	730bd52324bbdef99535117571e4b6cf	0.772	0.622	0.15	1.213	0.918	0.296	0.891	0.659	0.233	831.148
omega_1756_4_0	omega_1756_4	6af47d582cf92eeefbbd43c7266b5a94	0.771	0.536	0.235	1.648	0.904	0.744	0.825	0.568	0.256	713.848
omega_2638_7_0	omega_2638_7	822174ac03994822472778abe4be858c	0.771	0.56	0.212	1.153	0.764	0.39	0.993	0.677	0.317	862.336
omega_389_5_0	omega_389_5	3d284da3829e83250d90552adda35f19	0.771	0.563	0.208	1.587	1.013	0.574	0.805	0.559	0.246	699.667
omega_3060_31_0	omega_3060_31	903bad82f0f5337599c70c071de8ef89	0.771	0.65	0.121	1.102	0.842	0.26	0.925	0.74	0.185	942.675
omega_733_26_0	omega_733_26	35f4003920318a26a0f7f4abd69c357d	0.771	0.558	0.213	1.306	0.853	0.453	0.904	0.617	0.287	779.368
omega_366_19_0	omega_366_19	304e32a2fc3cc323d84241ccd8ab14c6	0.771	0.551	0.22	1.247	0.768	0.48	0.95	0.661	0.289	841.331
omega_2403_16_0	omega_2403_16	4370652627874cfee055e42edb43d48a	0.771	0.579	0.192	1.154	0.76	0.393	0.981	0.708	0.274	903.718
omega_1418_2_0	omega_1418_2	599022f26b6d38c40a82622d2cfc0d5f	0.771	0.609	0.162	1.257	0.93	0.327	0.881	0.638	0.243	804.064
omega_885_1_0	omega_885_1	e0cffd5fd3961345a197442242555755	0.771	0.627	0.144	1.299	0.932	0.366	0.848	0.657	0.191	828.807
omega_289_2_0	omega_289_2	0737f337bacae43e6464b912929411e1	0.771	0.5	0.271	1.127	0.688	0.439	1.061	0.646	0.414	825.523
omega_541_46_0	omega_541_46	37f881c969a239bf4eba35300377e1a6	0.771	0.635	0.135	1.137	0.826	0.31	0.927	0.733	0.194	933.713
omega_1267_36_0	omega_1267_36	9e23b40471836d8c0efe68a8ac3e38a0	0.771	0.665	0.105	1.113	0.89	0.223	0.891	0.725	0.167	919.707
omega_2778_11_0	omega_2778_11	ce2c0878926228049883d6e1a01e40b6	0.771	0.541	0.23	1.303	0.838	0.464	0.916	0.604	0.312	762.815
omega_3449_13_0	omega_3449_13	31be281244656eb155d9c22fbf088e8e	0.77	0.539	0.231	1.228	0.767	0.462	0.962	0.645	0.317	819.584
omega_3153_23_0	omega_3153_23	2e62ba3580675f694be34c65522f7cc7	0.77	0.515	0.255	1.492	0.86	0.632	0.862	0.562	0.3	707.366
omega_681_1_0	omega_681_1	07619bfb5558c3d6ddfcd9b9ceace96f	0.77	0.599	0.172	1.16	0.857	0.303	0.949	0.665	0.284	842.248
omega_3142_10_0	omega_3142_10	fd7ba79f46aaa6ecb3c1263d1f2cfe68	0.77	0.605	0.165	1.272	0.931	0.341	0.876	0.634	0.242	798.339
omega_2571_48_0	omega_2571_48	fde726cf236d196f1977e7cdb05f55f0	0.77	0.627	0.144	1.182	0.883	0.299	0.9	0.683	0.216	864.885
omega_2513_50_0	omega_2513_50	96081037c8207f3c191720b0885ff5e0	0.77	0.555	0.216	1.307	0.816	0.491	0.911	0.634	0.277	802.598
omega_434_7_0	omega_434_7	4d8ca735f6c46d22caa9f200178ff440	0.77	0.532	0.238	1.307	0.814	0.493	0.921	0.606	0.314	766.245
omega_1716_22_0	omega_1716_22	3612435afa372b25e4c3b5a0bd61912c	0.77	0.51	0.26	1.582	0.941	0.641	0.831	0.527	0.304	659.823
omega_1571_26_0	omega_1571_26	2795d99ffd75366a1fcfadbd9244d8c3	0.77	0.641	0.13	1.058	0.811	0.247	0.967	0.753	0.214	961.306
omega_896_12_0	omega_896_12	c6b31e417d4a28b7741b492c97baf94d	0.77	0.584	0.186	1.26	0.823	0.437	0.913	0.667	0.245	846.465
omega_2962_39_0	omega_2962_39	90e98501f2cdef9dec5f1f4180af0642	0.77	0.465	0.305	1.269	0.725	0.544	0.974	0.565	0.409	715.793
omega_174_37_0	omega_174_37	c9c160840541248a07a2b62133cd49e6	0.77	0.575	0.195	1.248	0.841	0.407	0.918	0.645	0.272	816.502
omega_1506_37_0	omega_1506_37	2432a26f4d8da3dd9e1a40affd44d56c	0.77	0.536	0.234	1.603	0.95	0.653	0.818	0.551	0.267	690.2
omega_306_8_0	omega_306_8	d605cd5ecfc727e97ad25ffa53274043	0.77	0.627	0.142	1.379	0.911	0.468	0.838	0.668	0.17	843.896
omega_2969_5_0	omega_2969_5	9ae2ac4e7138c7147eb6edd9583e28b3	0.77	0.583	0.186	1.215	0.83	0.385	0.928	0.662	0.266	839.594
omega_1599_1_0	omega_1599_1	abdebc23064327f383114d24eb631b4a	0.77	0.583	0.187	1.122	0.747	0.376	0.997	0.727	0.271	930.152
omega_2747_23_0	omega_2747_23	3ff0f8aa46cd496b7939489317cbcd24	0.769	0.594	0.175	1.173	0.809	0.363	0.944	0.691	0.253	878.86
omega_730_49_0	omega_730_49	bafa380db73cbfde0a4d89f82cb8c441	0.769	0.563	0.206	1.192	0.767	0.424	0.965	0.679	0.286	865.202
omega_397_49_0	omega_397_49	0a195154378a9b3add22e6ab12ce4c18	0.769	0.59	0.179	1.245	0.85	0.395	0.906	0.659	0.247	834.429
omega_220_22_0	omega_220_22	fba7d94182f97bdbc28049008cee9acf	0.769	0.499	0.27	1.046	0.609	0.437	1.149	0.734	0.415	951.809
omega_1057_2_0	omega_1057_2	83fa95a46ebc3eb01f7fdf8e855f2ce7	0.769	0.571	0.199	1.241	0.884	0.358	0.926	0.617	0.309	777.789
omega_540_2_0	omega_540_2	48ca1a1c66aa52c475d9e801d9e75e87	0.769	0.624	0.145	1.251	0.917	0.334	0.866	0.662	0.204	835.399
omega_1578_39_0	omega_1578_39	dd9e0ff6d4d36ac64cff5070556b2272	0.769	0.568	0.201	1.199	0.807	0.392	0.95	0.657	0.293	833.985
omega_3094_31_0	omega_3094_31	9fb915e940a0e305caa96c4cc5e67cc7	0.769	0.608	0.161	1.267	0.871	0.396	0.882	0.668	0.213	845.614
omega_1589_12_0	omega_1589_12	adb7aa26b4a78609f3c5faced54fc266	0.769	0.642	0.127	1.105	0.813	0.293	0.937	0.753	0.184	961.557
omega_2364_8_0	omega_2364_8	882ecbce53295b0e9d4aeb45fdee85eb	0.769	0.601	0.168	1.209	0.866	0.343	0.91	0.663	0.247	839.125
omega_3366_46_0	omega_3366_46	8ef5b46d472435819103dfe952c9348f	0.769	0.584	0.185	1.036	0.686	0.35	1.078	0.797	0.281	1030.875
omega_3476_18_0	omega_3476_18	d8a80d09e4d7630be20a3c9bceb17a89	0.769	0.639	0.129	1.193	0.908	0.284	0.875	0.684	0.192	864.324
omega_3471_38_0	omega_3471_38	a3acb9a1683c04c3d003685bb8d91925	0.769	0.595	0.174	1.258	0.889	0.369	0.889	0.643	0.247	811.548
omega_1058_4_0	omega_1058_4	85bbbcb8f65fd7e6d397b6b40020ed6b	0.769	0.538	0.23	1.223	0.869	0.354	0.983	0.586	0.397	737.38
omega_1026_17_0	omega_1026_17	51341a5ab0fb836200a6e798e150a830	0.768	0.566	0.203	1.303	0.826	0.476	0.903	0.642	0.261	813.299
omega_1715_10_0	omega_1715_10	e47252e09232d691d7ec8ac690f3f313	0.768	0.602	0.167	1.191	0.835	0.355	0.922	0.683	0.239	866.683
omega_3079_20_0	omega_3079_20	fe9f4462579848003010930c7105fdac	0.768	0.505	0.263	1.309	0.795	0.514	0.931	0.581	0.35	733.338
omega_1768_8_0	omega_1768_8	78c31dd968c506acaa5585301966718b	0.768	0.654	0.115	1.068	0.85	0.217	0.934	0.739	0.195	940.338
omega_3075_11_0	omega_3075_11	07a1b4c097c63596c6d95d55644d5b45	0.768	0.503	0.265	1.301	0.732	0.568	0.948	0.616	0.332	783.17
omega_2172_8_0	omega_2172_8	73a0bec629fc0894050e388a31c3061a	0.768	0.568	0.2	1.332	0.856	0.476	0.884	0.628	0.256	793.56
omega_1343_5_0	omega_1343_5	05c53f389a47b6af190e0fe143dc0575	0.768	0.6	0.168	1.13	0.791	0.338	0.963	0.713	0.25	909.336
omega_665_30_0	omega_665_30	bebe30dad18fb858bc6c1f17d7788705	0.768	0.531	0.237	0.978	0.606	0.372	1.207	0.811	0.396	1059.076
omega_475_16_0	omega_475_16	42a28e6a12bab7eacd864cd47c40e812	0.768	0.549	0.219	1.067	0.679	0.389	1.076	0.741	0.335	955.067
omega_600_34_0	omega_600_34	1029c0bf04470534e4bdf943944470a3	0.768	0.558	0.21	1.152	0.763	0.388	0.988	0.675	0.313	859.79
omega_948_3_0	omega_948_3	497caf6506fe890f6f5d5cf05d6b9ebd	0.768	0.494	0.274	1.492	0.878	0.614	0.861	0.531	0.33	665.419
omega_239_27_0	omega_239_27	002351a9bdb66e5414e2a0a3dfcdd7a4	0.768	0.493	0.274	1.719	0.978	0.741	0.802	0.499	0.304	622.187
omega_2213_12_0	omega_2213_12	73320feb1f43ef7d61cb1f41e3b8a697	0.767	0.577	0.19	1.396	0.899	0.497	0.853	0.617	0.236	777.588
omega_149_45_0	omega_149_45	c6672cab87e0edb219586788c848f92c	0.767	0.554	0.214	1.281	0.863	0.417	0.912	0.607	0.305	765.112
omega_2607_4_0	omega_2607_4	39f75efec1b43f3e938ddeeb16bdd4d3	0.767	0.605	0.163	1.062	0.793	0.269	1.01	0.718	0.292	915.038
omega_1012_1_0	omega_1012_1	2174aa523fb524027645c629f8cba877	0.767	0.626	0.141	1.143	0.841	0.302	0.92	0.711	0.209	903.104
omega_187_1_0	omega_187_1	c5c5d1b5fcb0d9af3c589551c2f3aa13	0.767	0.663	0.105	1.065	0.879	0.186	0.923	0.729	0.194	925.405
omega_1466_15_0	omega_1466_15	e1e833511bc3faaf2cfd5ccc6616e682	0.767	0.6	0.168	1.149	0.811	0.338	0.947	0.698	0.249	887.355
omega_1722_5_0	omega_1722_5	dac006147bff42bd4166218035846775	0.767	0.567	0.2	1.31	0.878	0.432	0.887	0.616	0.271	776.701
omega_2679_27_0	omega_2679_27	8043c4bb9612358fbddd607c7b37b398	0.767	0.56	0.208	1.348	0.799	0.549	0.902	0.652	0.25	826.751
omega_677_23_0	omega_677_23	707e16021714266e2e652fce196d851d	0.767	0.564	0.204	1.192	0.811	0.381	0.953	0.649	0.305	822.57
omega_1430_20_0	omega_1430_20	66b548ba74f6f97dd6a2db46ca37853e	0.767	0.614	0.153	1.085	0.782	0.303	0.977	0.741	0.236	947.572
omega_2918_37_0	omega_2918_37	2c27f4f137397d36127526c1a68c359a	0.767	0.614	0.154	1.149	0.84	0.309	0.929	0.694	0.234	881.708
omega_858_24_0	omega_858_24	1d269cfff71b8676647d64b2a706753f	0.767	0.585	0.182	1.114	0.771	0.343	0.988	0.708	0.28	903.15
omega_2706_7_0	omega_2706_7	bc765c4f03b556df09d1f72d931b1658	0.767	0.634	0.133	1.182	0.863	0.319	0.891	0.705	0.186	894.614
omega_2569_15_0	omega_2569_15	935fab2218c7e4b636caa069d5d92a98	0.767	0.495	0.272	1.408	0.839	0.569	0.89	0.547	0.343	687.614
omega_2109_25_0	omega_2109_25	9da8c9eab1c724e2b8e0a11a8756d5d5	0.767	0.599	0.168	1.299	0.889	0.41	0.868	0.648	0.221	817.904
omega_635_1_0	omega_635_1	bfa32fbf9e2e44a2a3e1832277214f9e	0.767	0.567	0.199	1.232	0.797	0.435	0.933	0.663	0.269	842.626
omega_3193_7_0	omega_3193_7	a51d459918cce8cffabe0ae7ad2fff73	0.767	0.567	0.2	1.162	0.769	0.393	0.972	0.683	0.289	869.8
omega_2407_26_0	omega_2407_26	c43094972b640436857142a1d618adb1	0.767	0.644	0.122	1.16	0.876	0.284	0.886	0.709	0.177	899.73
omega_1850_4_0	omega_1850_4	87e816542d60f6abb5466ce727ce0578	0.767	0.522	0.245	1.231	0.736	0.496	0.968	0.642	0.326	816.984
omega_1934_47_0	omega_1934_47	182e98087f98d8c3495bd83ad24a1b44	0.767	0.624	0.143	1.136	0.807	0.329	0.935	0.733	0.201	935.128
omega_2435_23_0	omega_2435_23	231986408ead7d6cf5d67003531c457e	0.766	0.536	0.23	1.188	0.774	0.414	0.977	0.635	0.342	806.251
omega_1431_1_0	omega_1431_1	ee0cdae370dabf951123a00adca0b9dd	0.766	0.555	0.211	1.231	0.832	0.399	0.935	0.625	0.31	789.63
omega_2229_30_0	omega_2229_30	78973837b70c73a82455c32c06532dfa	0.766	0.558	0.208	1.498	0.906	0.593	0.835	0.592	0.243	744.366
omega_3311_27_0	omega_3311_27	b1139113f272d696731dc1111dee197f	0.766	0.606	0.16	1.179	0.833	0.346	0.919	0.689	0.23	875.235
omega_651_5_0	omega_651_5	c8b52a374150a793a466dee312bbbe54	0.766	0.56	0.206	1.199	0.781	0.418	0.953	0.664	0.289	843.6
omega_568_1_0	omega_568_1	ab20aa33b5fe2cc6c67869486b8aea27	0.766	0.607	0.159	1.095	0.791	0.304	0.972	0.723	0.249	922.288
omega_2227_40_0	omega_2227_40	723cf1490c52bcf23b7b58c5c4c78e2f	0.766	0.504	0.261	1.355	0.711	0.645	0.94	0.635	0.306	808.692
omega_1698_14_0	omega_1698_14	d7e0c1637b482782e3083a9a47e822fc	0.766	0.573	0.192	1.438	0.883	0.555	0.848	0.621	0.227	782.847
omega_2210_46_0	omega_2210_46	ff092560bcbf6590f39fffc107395140	0.766	0.552	0.214	1.232	0.832	0.4	0.936	0.621	0.314	785.472
omega_19_18_0	omega_19_18	1475d05ad28745b5406885ca4cbe1cd7	0.766	0.598	0.168	1.237	0.857	0.38	0.895	0.664	0.232	840.618
omega_1765_23_0	omega_1765_23	dd5befa163d2ac65a9ff20065e6c5d3c	0.766	0.587	0.179	1.216	0.788	0.428	0.932	0.697	0.235	887.558
omega_3119_7_0	omega_3119_7	f9d20ef00bfa82ebe521c6fcfc474014	0.766	0.557	0.209	1.193	0.793	0.4	0.955	0.651	0.304	826.68
omega_319_40_0	omega_319_40	c64f63734ddb9e3a4377407b6d59bc09	0.766	0.585	0.18	1.318	0.887	0.431	0.869	0.632	0.237	797.768
omega_3372_29_0	omega_3372_29	de8938a84464d4df535db850957cd2c6	0.766	0.547	0.218	1.259	0.823	0.437	0.924	0.62	0.304	784.503
omega_407_9_0	omega_407_9	7e1ae439c0276c714269398163d0bbaa	0.766	0.615	0.151	1.026	0.766	0.26	1.021	0.757	0.264	970.178
omega_1692_28_0	omega_1692_28	afca71621a4afd502e76ec705b33f452	0.766	0.63	0.136	1.173	0.863	0.31	0.895	0.699	0.195	887.279
omega_2492_1_0	omega_2492_1	fea8b3aa84dda906b4afff847433a3a3	0.766	0.595	0.17	1.178	0.846	0.332	0.926	0.667	0.259	845.491
omega_1084_1_0	omega_1084_1	4db6400d95594f296c2ac220c7ffc3c4	0.766	0.576	0.189	1.409	0.96	0.45	0.837	0.591	0.246	741.228
omega_2331_18_0	omega_2331_18	faa13f97330ccad6e0983ea8e64843a1	0.765	0.545	0.221	1.254	0.835	0.419	0.928	0.611	0.318	771.501
omega_2765_20_0	omega_2765_20	fd6a697e11d07ce28672d93477144345	0.765	0.54	0.225	0.982	0.621	0.361	1.18	0.806	0.375	1050.325
omega_133_2_0	omega_133_2	95499caf11f6efe759c8905db260572d	0.765	0.554	0.212	1.608	0.952	0.655	0.808	0.569	0.238	714.022
omega_1953_27_0	omega_1953_27	82f598288b32bff623f2b2e635842599	0.765	0.59	0.176	1.254	0.854	0.4	0.894	0.656	0.238	829.946
omega_3393_9_0	omega_3393_9	67c86cbfb8a9d5114267b899b15d4218	0.765	0.557	0.208	1.285	0.806	0.478	0.912	0.644	0.269	816.076
omega_2129_15_0	omega_2129_15	bde3a953a738642915bf1cb5b4f7328b	0.765	0.569	0.197	1.22	0.854	0.366	0.928	0.63	0.298	795.675
omega_1588_3_0	omega_1588_3	045d2da7d2dabe33556bb751534069a2	0.765	0.546	0.219	1.448	0.938	0.51	0.844	0.567	0.277	710.941
omega_1169_46_0	omega_1169_46	6e599e5a9df92da858708c8539065223	0.765	0.606	0.16	1.149	0.888	0.261	0.946	0.656	0.291	828.667
omega_1469_12_0	omega_1469_12	beef1c21c83c9293dd99cffc4400ce0c	0.765	0.58	0.185	1.411	0.875	0.536	0.853	0.633	0.22	799.059
omega_126_16_0	omega_126_16	526ced56497e544784cf727213c1f61b	0.765	0.594	0.171	1.093	0.781	0.312	0.987	0.713	0.274	909.635
omega_2315_12_0	omega_2315_12	ca17df9cb2321a19f5c171ace8098452	0.765	0.567	0.197	1.321	0.809	0.512	0.898	0.656	0.243	831.593
omega_3145_3_0	omega_3145_3	9acece7ec6ac1c2bb7d8870629557da2	0.765	0.596	0.169	1.347	0.899	0.449	0.852	0.639	0.213	806.151
omega_1791_5_0	omega_1791_5	dbadd9a8db68375a2bdb50cdf9ba2a48	0.765	0.592	0.173	1.209	0.869	0.34	0.91	0.65	0.26	821.715
omega_696_48_0	omega_696_48	a5f318d4c56d970e6cb0a40a6e29dcdb	0.765	0.541	0.223	1.586	0.874	0.713	0.833	0.587	0.246	739.172
omega_838_40_0	omega_838_40	1060ffecd05139722805d144f51aabbf	0.764	0.556	0.208	1.258	0.805	0.454	0.921	0.643	0.277	815.524
omega_2291_5_0	omega_2291_5	d9e6b9bd8e097bb4175e044bb32f4340	0.764	0.563	0.202	1.151	0.751	0.4	0.981	0.692	0.289	883.523
omega_2121_1_0	omega_2121_1	85ec27e43df6f1f39d2d796947f47d5a	0.764	0.589	0.175	1.105	0.831	0.274	0.996	0.669	0.327	848.547
omega_2854_4_0	omega_2854_4	81a7259e2ef145e3570d4a585b66f0f5	0.764	0.552	0.212	1.457	0.914	0.543	0.841	0.582	0.258	731.427
omega_1062_4_0	omega_1062_4	2c1e196c4639a2516e94e84a7a9c85af	0.764	0.59	0.174	1.173	0.805	0.368	0.937	0.688	0.248	875.445
omega_1237_34_0	omega_1237_34	acc60c89c7dc2eee73b15a0a33f12fe1	0.764	0.574	0.19	1.267	0.843	0.424	0.899	0.643	0.256	813.387
omega_3440_24_0	omega_3440_24	764e1ed4fe857a3ac3204ac4ffff24a4	0.764	0.588	0.176	1.4	0.946	0.454	0.832	0.608	0.224	764.283
omega_3180_9_0	omega_3180_9	20d6fa5363f6dff69c1206454178393a	0.764	0.569	0.195	1.011	0.677	0.334	1.101	0.782	0.319	1011.425
omega_2860_23_0	omega_2860_23	7ebeb499ab65c13292ba1ecd256eff35	0.764	0.625	0.139	1.347	0.931	0.416	0.828	0.656	0.172	827.129
omega_2482_6_0	omega_2482_6	e6a382ab4323869bcc492bf1174f7985	0.764	0.576	0.188	1.276	0.83	0.446	0.898	0.653	0.245	827.763
omega_1114_27_0	omega_1114_27	90ae9fd4e8d9a8ae00f5a033fc68c1e3	0.764	0.543	0.221	1.18	0.808	0.373	0.976	0.624	0.352	789.258
omega_527_5_0	omega_527_5	bb70d496cf5436a34319aef866accf07	0.764	0.542	0.221	1.256	0.851	0.405	0.927	0.599	0.328	755.757
omega_2091_7_0	omega_2091_7	c750e18d978bf3deaa6daa902713f3d2	0.763	0.568	0.196	1.044	0.7	0.345	1.062	0.751	0.311	966.381
omega_2653_33_0	omega_2653_33	af56126a3adae8b3b27f5d8feb06375a	0.763	0.589	0.174	1.234	0.846	0.389	0.9	0.66	0.24	835.709
omega_989_35_0	omega_989_35	130a29676a5969eaa1758c839d411dd6	0.763	0.531	0.232	1.298	0.859	0.439	0.912	0.582	0.331	732.475
omega_355_28_0	omega_355_28	767016fc37a89641cca8f86e605e3554	0.763	0.57	0.194	1.248	0.784	0.464	0.925	0.675	0.249	859.064
omega_418_3_0	omega_418_3	7899b3aeed03959020c297bb27df4dcb	0.763	0.55	0.213	1.408	0.915	0.493	0.852	0.58	0.273	728.399
omega_1890_2_0	omega_1890_2	6ef4f0bdc1f222abbbef9fd37616a094	0.763	0.63	0.133	1.205	0.905	0.299	0.868	0.674	0.194	851.925
omega_1743_24_0	omega_1743_24	5e767eb808815a705a964bce70c5b446	0.763	0.55	0.214	1.214	0.786	0.428	0.945	0.646	0.299	820.641
omega_2943_6_0	omega_2943_6	e79def3fb4b66e6b6ee5ae2918d1e288	0.763	0.588	0.175	1.338	0.879	0.459	0.86	0.64	0.22	808.651
omega_2764_7_0	omega_2764_7	07901ebf20318dfebfc3c8f300cc273c	0.763	0.605	0.158	1.132	0.818	0.314	0.94	0.7	0.24	889.646
omega_598_14_0	omega_598_14	a821fafc0e93bddd5da081a9aa52d07b	0.763	0.611	0.152	1.127	0.792	0.334	0.945	0.727	0.218	927.858
omega_1243_12_0	omega_1243_12	20d1df5662815155ec693b2649ea36ce	0.763	0.575	0.188	1.345	0.895	0.45	0.86	0.617	0.243	776.895
omega_153_3_0	omega_153_3	082854f29f600b9dbafb5b895d814968	0.763	0.556	0.207	1.239	0.819	0.42	0.923	0.634	0.289	802.015
omega_243_45_0	omega_243_45	b7d1d63b4d932aaa7ee42142e4a8a22f	0.762	0.626	0.137	1.179	0.862	0.317	0.889	0.695	0.194	881.578
omega_1238_37_0	omega_1238_37	d83581b4fa0d4886be75f1c860000d41	0.762	0.566	0.196	1.095	0.73	0.365	1.014	0.716	0.298	917.064
omega_277_1_0	omega_277_1	d06f2b7325ffa058497c64dfd9dc4f5f	0.762	0.535	0.227	1.318	0.801	0.516	0.906	0.618	0.288	781.661
omega_1806_27_0	omega_1806_27	a7b61294d97448fda1e88fec4beb62c4	0.762	0.595	0.167	1.214	0.88	0.335	0.898	0.648	0.25	818.409
omega_2988_2_0	omega_2988_2	a60c5faecb463380cf06379bbbe198de	0.762	0.668	0.094	1.214	0.947	0.267	0.821	0.694	0.127	877.062
omega_2075_13_0	omega_2075_13	a351701f9461ff309c392ede286e1154	0.762	0.572	0.19	1.196	0.763	0.434	0.949	0.696	0.253	887.96
omega_411_1_0	omega_411_1	2040a0ee5a8e2a74ad66fc797cac2944	0.762	0.56	0.202	1.206	0.823	0.383	0.936	0.637	0.299	806.673
omega_2230_26_0	omega_2230_26	cf90e4bad769171c44d86ac5205ec21e	0.762	0.57	0.192	1.193	0.816	0.377	0.936	0.654	0.282	829.196
omega_3306_5_0	omega_3306_5	0175ad07ce944d17b52494018470d3b2	0.762	0.554	0.207	1.386	0.852	0.534	0.867	0.614	0.253	774.75
omega_2629_35_0	omega_2629_35	c7ed905fa13ee6a4d01246a51594e951	0.762	0.5	0.262	1.098	0.681	0.417	1.066	0.652	0.414	834.08
omega_1259_43_0	omega_1259_43	20207bb1322d3548d43f58533b53d50a	0.762	0.62	0.142	1.184	0.82	0.364	0.906	0.717	0.189	913.234
omega_535_39_0	omega_535_39	57c3e3e41ea8ee8575e2fc7476b5cd4c	0.762	0.594	0.167	1.302	0.958	0.344	0.856	0.611	0.245	767.137
omega_1270_6_0	omega_1270_6	d24b28ca0d57e4c155a9451bb232cbc7	0.762	0.526	0.236	1.395	0.857	0.539	0.872	0.577	0.295	726.24
omega_2060_2_0	omega_2060_2	3412e3165864c5258b0b774e6442a597	0.762	0.6	0.162	1.097	0.825	0.273	0.972	0.688	0.284	873.357
omega_222_5_0	omega_222_5	09137b0c00ff47b7a6b2047eba6d631d	0.761	0.59	0.172	1.067	0.759	0.309	1.005	0.726	0.279	928.441
omega_2570_37_0	omega_2570_37	61fa5603b78083746c8bfec31aad5775	0.761	0.587	0.174	1.271	0.85	0.421	0.884	0.655	0.229	829.587
omega_3241_34_0	omega_3241_34	03292af35b9c4b09a73a8e8c8267a07b	0.761	0.577	0.185	1.035	0.719	0.316	1.052	0.744	0.308	956.093
omega_607_12_0	omega_607_12	315bc424ae1c39add35e6ffc06ee3585	0.761	0.572	0.189	1.069	0.742	0.327	1.024	0.714	0.31	913.877
omega_1087_8_0	omega_1087_8	24da1bbb27c76fb64dac91823c8b4af6	0.761	0.56	0.201	1.135	0.774	0.361	0.982	0.67	0.312	852.318
omega_2619_17_0	omega_2619_17	36433b2534964cf705fb23e4ac5c608b	0.761	0.618	0.143	1.238	0.857	0.381	0.876	0.689	0.187	873.707
omega_2464_42_0	omega_2464_42	ea8688b239e8747a5cfcd01aa34a9188	0.761	0.573	0.188	1.196	0.822	0.374	0.928	0.654	0.274	829.414
omega_1859_31_0	omega_1859_31	c40f460f67b22ec0d9e1517f7462c736	0.761	0.553	0.209	1.272	0.819	0.453	0.908	0.63	0.279	796.717
omega_737_2_0	omega_737_2	d3833021abc817b0104e2b0a9f7a5546	0.761	0.57	0.192	1.46	0.907	0.553	0.832	0.605	0.227	761.503
omega_842_6_0	omega_842_6	2a8fd26c3a000ffc9e56a395184015ec	0.761	0.598	0.163	1.258	0.871	0.387	0.876	0.656	0.219	829.862
omega_2312_2_0	omega_2312_2	e8f25a15da47f91cb9a55aeef984b191	0.761	0.594	0.167	1.255	0.881	0.374	0.877	0.646	0.232	815.551
omega_1421_23_0	omega_1421_23	1b4543e33569ed14b1d8cf62ee5b7ace	0.761	0.573	0.188	1.365	0.826	0.54	0.875	0.652	0.223	826.202
omega_686_2_0	omega_686_2	b9827626a39f50fae7c8b57d4c20886e	0.761	0.554	0.206	1.332	0.886	0.447	0.874	0.597	0.277	751.99
omega_464_42_0	omega_464_42	085c187c7490e3ea1b1a313d7fe584fd	0.761	0.563	0.197	1.099	0.722	0.377	1.012	0.719	0.293	921.896
omega_3281_48_0	omega_3281_48	fc555040ea927f0930071a0a512c9e2a	0.761	0.546	0.214	1.281	0.849	0.432	0.904	0.605	0.299	763.476
omega_500_15_0	omega_500_15	7277c3cd950e6815fc2ffd840d23562c	0.761	0.508	0.252	1.061	0.653	0.408	1.094	0.697	0.397	897.186
omega_2539_8_0	omega_2539_8	0ba797fce152fdd286c42d6d76152cb8	0.76	0.519	0.242	1.343	0.849	0.494	0.893	0.571	0.321	719.464
omega_836_12_0	omega_836_12	0cf41a5747d5761db1c12eb741e25219	0.76	0.575	0.185	1.207	0.837	0.37	0.918	0.648	0.271	819.745
omega_721_7_0	omega_721_7	38ee0ec56551c77d72ddd5bb024c9959	0.76	0.569	0.191	1.194	0.801	0.393	0.934	0.662	0.272	841.001
omega_69_8_0	omega_69_8	80a3f79e694320376431aab794e429ec	0.76	0.561	0.199	1.217	0.778	0.439	0.935	0.667	0.268	848.835
omega_1898_40_0	omega_1898_40	35f2974e67c2cf6846443bbdb3c80249	0.76	0.518	0.242	1.226	0.76	0.466	0.954	0.619	0.335	786.008
omega_3222_2_0	omega_3222_2	2861d61f92671e961c26675955d8ab41	0.76	0.55	0.209	1.16	0.759	0.401	0.972	0.667	0.305	849.364
omega_1339_3_0	omega_1339_3	b12deeff21521dd2fbddc8ec58f38efe	0.76	0.587	0.173	1.208	0.819	0.389	0.911	0.674	0.237	855.69
omega_1387_35_0	omega_1387_35	3f3d6975d646f70e77feb18492da90a8	0.76	0.536	0.224	1.021	0.666	0.355	1.11	0.732	0.378	943.823
omega_3491_8_0	omega_3491_8	0583454b4356ed7041b61dda817f5194	0.76	0.564	0.195	1.229	0.8	0.429	0.921	0.657	0.264	833.815
